Series Name,"Time","World","Least developed countries: UN classification","China","United States","United Kingdom","Japan","India"
CO2 emissions (kg per 2010 US$ of GDP),"1984","0.635879750016704","0.297440211374823","3.63642883911339","0.606887493976898","0.399731890373659","0.272397995798305","1.15649851611467"
CO2 emissions (kg per 2010 US$ of GDP),"1985","0.630442868717529","0.306414435989602","3.47333709303967","0.584468081707103","0.405788072604653","0.249433931771672","1.20791493713369"
CO2 emissions (kg per 2010 US$ of GDP),"1986","0.629332482432621","0.298787789510109","3.35435460620901","0.565005577107862","0.399652622534499","0.242550164152457","1.23633342296147"
CO2 emissions (kg per 2010 US$ of GDP),"1987","0.622856743198424","0.299917363659476","3.20759723727392","0.56953529047553","0.381384475233884","0.230537107486588","1.26950768180008"
CO2 emissions (kg per 2010 US$ of GDP),"1988","0.617330628368798","0.307454722673755","3.09216244328368","0.570357743282185","0.359634349071443","0.234959682806016","1.25066812078508"
CO2 emissions (kg per 2010 US$ of GDP),"1989","0.607955631291776","0.299680235157598","3.01682716970799","0.557144445593316","0.357497677802327","0.231206702182501","1.29557238119654"
CO2 emissions (kg per 2010 US$ of GDP),"1990","0.593461685857961","0.294888152713896","2.96631736429698","0.532142205418612","0.339212143326246","0.234085818658703","1.31276156306651"
CO2 emissions (kg per 2010 US$ of GDP),"1991","0.592636636193016","0.291303127412349","2.8506081405943","0.532407181083408","0.349780508784652","0.227216009912841","1.38093179278792"
CO2 emissions (kg per 2010 US$ of GDP),"1992","0.57646603249728","0.31266251661465","2.60341848597161","0.523586522331865","0.3420394171903","0.230385670181352","1.39050593911047"
CO2 emissions (kg per 2010 US$ of GDP),"1993","0.566533380696281","0.295655496265647","2.44130709683256","0.522235197040606","0.3273349693946","0.227135309280474","1.37417064823313"
CO2 emissions (kg per 2010 US$ of GDP),"1994","0.559216353405174","0.299163774719342","2.29413939806796","0.508504669655239","0.315686206743457","0.238059858810151","1.36142974724881"
CO2 emissions (kg per 2010 US$ of GDP),"1995","0.555016685983419","0.337708184993334","2.24491111822481","0.498883137619696","0.30311128612216","0.233706947934848","1.34307134430733"
CO2 emissions (kg per 2010 US$ of GDP),"1996","0.549552179122307","0.336258383310363","2.12999036560277","0.492115487915454","0.302893417088296","0.230748942541197","1.35767878144833"
CO2 emissions (kg per 2010 US$ of GDP),"1997","0.537674886274148","0.317886095218156","1.95360666036183","0.48123686809639","0.280876523401664","0.22755198113173","1.35712913511123"
CO2 emissions (kg per 2010 US$ of GDP),"1998","0.523614229334501","0.296297340510033","1.73582018172995","0.463793182324861","0.274546064875947","0.221916068731667","1.30390350982095"
CO2 emissions (kg per 2010 US$ of GDP),"1999","0.505902283787461","0.308722697817422","1.60915469070595","0.451183866860601","0.265334524545514","0.229910325511062","1.27412705835142"
CO2 emissions (kg per 2010 US$ of GDP),"2000","0.497267740200069","0.311796988204802","1.52215347605367","0.448501784959191","0.26098161103962","0.228181724054403","1.27146503485627"
CO2 emissions (kg per 2010 US$ of GDP),"2001","0.499155007198708","0.324952178239745","1.43897216634267","0.436343832589074","0.255967910992418","0.224065107245374","1.22388426638793"
CO2 emissions (kg per 2010 US$ of GDP),"2002","0.492711400449435","0.338311825460502","1.39671741007774","0.432308634295484","0.242089446316715","0.226901071069862","1.19387558253025"
CO2 emissions (kg per 2010 US$ of GDP),"2003","0.507826728652573","0.335233299492455","1.55483938282651","0.422776083918266","0.239008937553016","0.227524008381922","1.15447268315596"
CO2 emissions (kg per 2010 US$ of GDP),"2004","0.510352139427478","0.359186143858603","1.65015011694365","0.413396598821568","0.232785200531142","0.226902336667987","1.12295521027845"
CO2 emissions (kg per 2010 US$ of GDP),"2005","0.509985670782605","0.340941490803973","1.62192021607138","0.402215716332336","0.227466794174503","0.218474545280756","1.08829722917122"
CO2 emissions (kg per 2010 US$ of GDP),"2006","0.505765024704347","0.338963281725294","1.59408320557259","0.385597260594519","0.221453376630557","0.214066890180958","1.06214251924209"
CO2 emissions (kg per 2010 US$ of GDP),"2007","0.495383375766256","0.327211565989866","1.47757798787187","0.384906760180017","0.210737090970952","0.214128584713732","1.05588876342577"
CO2 emissions (kg per 2010 US$ of GDP),"2008","0.500741277740567","0.323181042530171","1.42364394800948","0.374544047074731","0.208714800198913","0.209218444640284","1.13242667431607"
CO2 emissions (kg per 2010 US$ of GDP),"2009","0.503748989865401","0.332987972644006","1.3816656838273","0.361369358453275","0.197739416367212","0.201744600385307","1.15723403265725"
CO2 emissions (kg per 2010 US$ of GDP),"2010","0.510352752546842","0.345274136047543","1.43721083456304","0.361449782456624","0.203163873001878","0.205582693166819","1.03810833094355"
CO2 emissions (kg per 2010 US$ of GDP),"2011","0.515114502355588","0.354164266520098","1.45525364295138","0.348939296876906","0.181624710684415","0.20919524365735","1.04541825559367"
CO2 emissions (kg per 2010 US$ of GDP),"2012","0.51143945717406","0.360633902680649","1.39034316885868","0.329156659312057","0.186980115520799","0.212779401130691","1.08185264108236"
CO2 emissions (kg per 2010 US$ of GDP),"2013","0.504491192231114","0.363465636939637","1.31969953085156","0.328179201044343","0.179654717167214","0.210949208565341","1.02266826710057"
CO2 emissions (kg per 2010 US$ of GDP),"2014","","","","","","",""
CO2 emissions (kg per 2010 US$ of GDP),"2015","","","","","","",""
GDP (current US$),"1960","1352934141105.46","","59716467625.3148","543300000000","72328047042.1588","44307342950.4","37679274491.2745"
GDP (current US$),"1961","1408319818797.99","","50056868957.6732","563300000000","76694360635.9159","53508617739.3778","39920452403.4524"
GDP (current US$),"1962","1507694495382.42","","47209359005.6056","605100000000","80601939635.2483","60723018683.7333","42900864969.865"
GDP (current US$),"1963","1628586595985.8","","50706799902.5103","638600000000","85443766670.4279","69498131797.3333","49271095508.0955"
GDP (current US$),"1964","1786711138819.67","","59708343488.5043","685800000000","93387598813.9269","81749006381.5111","57470781032.781"
GDP (current US$),"1965","1946931144711.62","","70436266146.7219","743700000000","100595782309.165","90950278257.7778","60599264111.7178"
GDP (current US$),"1966","2110121189314.61","","76720285969.6157","815000000000","107090721447.057","105628070343.111","46669801600"
GDP (current US$),"1967","2253163975410.39","","72881631326.6715","861700000000","111185383409.521","123781880217.6","51014155360"
GDP (current US$),"1968","2429368208925.09","","70846535055.6503","942500000000","104702736248.084","146601072685.511","54016411986.6667"
GDP (current US$),"1969","2672081457955.09","","79705906247.4612","1019900000000","112676874821.987","172204199480.889","59472993626.6667"
GDP (current US$),"1970","2936449087706.58","","92602973434.0726","1075884000000","130671946244.3","209070551156.667","63517182000"
GDP (current US$),"1971","3242218447301.69","","99800958648.1436","1167770000000","148113896325.14","236154755295.247","68532117824.1238"
GDP (current US$),"1972","3748868269020.92","","113687586299.051","1282449000000","169965034965.035","312738030290.016","72716439112.1"
GDP (current US$),"1973","4561619140191.17","","138544284708.957","1428549000000","192537971582.558","424891148590.163","87014945186.3156"
GDP (current US$),"1974","5244823351364.49","","144182133387.722","1548825000000","206131369798.971","471643172433.473","101271278198.505"
GDP (current US$),"1975","5838390603244.98","","163431551779.761","1688923000000","241756637168.142","512861437158.573","100199707352.024"
GDP (current US$),"1976","6338946480842.65","","153940455341.506","1877587000000","232614555256.065","576405865272.759","104518508553.081"
GDP (current US$),"1977","7164570104373.51","","174938098826.569","2085951000000","263066457352.172","709404712455.402","123617837582.482"
GDP (current US$),"1978","8438146734961.64","","149540650406.504","2356571000000","335883029721.956","996741758196.688","139708121469.133"
GDP (current US$),"1979","9816406822304.42","","178282608695.652","2632143000000","438994070309.191","1037452649454.69","155674658263.583"
GDP (current US$),"1980","11072407163504","","191150000000","2862505000000","564947710899.373","1086988088501.05","189592920294.446"
GDP (current US$),"1981","11339225370709.1","","195865079365.079","3210956000000","540765675241.158","1201465862932","196883842005.062"
GDP (current US$),"1982","11217845291200.8","","205091603053.435","3344991000000","515048916841.37","1116840773461.75","204235073533.23"
GDP (current US$),"1983","11592060409004.6","","230685823754.789","3638137000000","489618008185.539","1218106450431.71","222089924399.492"
GDP (current US$),"1984","12016824283025.2","","259946428571.429","4040693000000","461487097632.349","1294608503864.69","215878839023.118"
GDP (current US$),"1985","12643745145459.9","116005983817.056","309486394557.823","4346734000000","489285164271.047","1384532251034.44","236589423202.641"
GDP (current US$),"1986","14968095100146.2","125909011563.574","300759420289.855","4590155000000","601452653180.885","2051061226984.6","253352444883.275"
GDP (current US$),"1987","17030806318698.2","138522359918.711","272973094170.404","4870217000000","745162608269.325","2485236197212.34","283926977522.458"
GDP (current US$),"1988","19065435656265.8","140593713325.403","312353909465.021","5252629000000","910122732123.799","3015393553892.77","301790256315.321"
GDP (current US$),"1989","20010757441145.9","146100493431.746","347767206477.733","5657693000000","926884816753.927","3017052046398.2","301234030103.706"
GDP (current US$),"1990","22516517358561.9","150400978256.189","360858508604.206","5979589000000","1093169389204.55","3103698099973.41","326608014285.316"
GDP (current US$),"1991","23851738070186","152296870385.928","383372822299.652","6174043000000","1142797178130.51","3536800942895.19","274842161318.346"
GDP (current US$),"1992","25342928951843.2","140004555584.987","426915227629.513","6539299000000","1179659529659.53","3852794371594.29","293262722482.422"
GDP (current US$),"1993","25785801382574.7","139617063651.218","444730903968.185","6878718000000","1061388722255.55","4414962786901.36","284194018792.066"
GDP (current US$),"1994","27750101352800.9","136356343328.626","564325246266.838","7308755000000","1140489745944.29","4907039384469.68","333014993709.73"
GDP (current US$),"1995","30847798398716.6","152491647845.299","734548001963.907","7664060000000","1320255641470.73","5449116304981.1","366600193391.349"
GDP (current US$),"1996","31528704718721.2","168719871114.73","863746361646.34","8100201000000","1392979719188.77","4833712542207.1","399787263892.645"
GDP (current US$),"1997","31412174125167.5","178785382788.089","961603416246.472","8608515000000","1537090700720.37","4414732843544.43","423160799040.86"
GDP (current US$),"1998","31315776695463.6","179700944486.906","1029043011921.59","9089168000000","1623564094070.88","4032509760872.94","428740690379.961"
GDP (current US$),"1999","32487897854651","182061836051.042","1093997559885.48","9660624000000","1652167933991.26","4562078822335.45","466866720520.974"
GDP (current US$),"2000","33547584771076.1","206938708208.755","1211346395438.73","10284779000000","1635441065214.1","4887519660744.86","476609148165.173"
GDP (current US$),"2001","33342786907089.5","197451280594.809","1339395440432.04","10621824000000","1613034403339.57","4303544259842.72","493954161367.563"
GDP (current US$),"2002","34617433714414.1","213394500469.074","1470549716080.71","10977514000000","1757571942446.04","4115116279069.77","523968381476.715"
GDP (current US$),"2003","38875972061510.5","241906617827.868","1660287543796.06","11510670000000","2028488163265.31","4445658071221.86","618356467437.027"
GDP (current US$),"2004","43779148933011.9","279577599313.585","1955347477285.91","12274928000000","2389004027828.63","4815148854362.11","721584805204.777"
GDP (current US$),"2005","47391754233579.3","330376263049.432","2285965854313.36","13093726000000","2508103636363.64","4755410630912.14","834214699568.14"
GDP (current US$),"2006","51310592618957.8","386981345428.859","2752132089196.58","13855888000000","2678277828886.84","4530377224970.4","949116769619.554"
GDP (current US$),"2007","57756336378116.2","471909508779.013","3552182714426.55","14477635000000","3063005202080.83","4515264514430.57","1201071960529.75"
GDP (current US$),"2008","63345095627850.4","590401298491.509","4598205419718.8","14718582000000","2875463235294.12","5037908465114.48","1186913419021.34"
GDP (current US$),"2009","60043973367100.2","595569050171.765","5109954035775.98","14418739000000","2367127278392.27","5231382674593.7","1323896417147.06"
GDP (current US$),"2010","65853158964855","676061806703.039","6100620356557.32","14964372000000","2429602904820.77","5700096491337.99","1656562168648.57"
GDP (current US$),"2011","73172666460086.8","771409951629.195","7572554360442.62","15517926000000","2608995353308.76","6157461124963.98","1822989507290.05"
GDP (current US$),"2012","74681803940142.8","818511980476.391","8560546868811.69","16155255000000","2646002634059.62","6203213121334.12","1828985283085"
GDP (current US$),"2013","76776112373375.8","884631533171.448","9607224248684.59","16691517000000","2719509472492.7","5155717056270.83","1863208343557.81"
GDP (current US$),"2014","78630126296541","954671782286.015","10482371325324.7","17393103000000","2998833559195.71","4848733415523.53","2042438591343.98"
GDP (current US$),"2015","74152476351765.6","934032330245.853","11007720594138.9","18036648000000","2858003087965.69","4383076298081.86","2095398349095.54"
GDP growth (annual %),"1960","","","","","","",""
GDP growth (annual %),"1961","4.29498612450072","","-27.27","2.29999999999977","2.57356996313516","12.0435364080116","3.72274253182259"
GDP growth (annual %),"1962","5.54985283245257","","-5.58000000000007","6.09999999999999","1.32799317852373","8.90897299558078","2.93112773676762"
GDP growth (annual %),"1963","5.20224436743051","","10.3","4.40000000000002","3.95624116673754","8.47364238279388","5.99435326233507"
GDP growth (annual %),"1964","6.64412836224406","","18.18","5.80000000000014","5.03828244878241","11.6767081963974","7.45295012246791"
GDP growth (annual %),"1965","5.57273035401795","","16.9500000000001","6.39999999999984","2.78897682833296","5.81970787298265","-2.63577011179972"
GDP growth (annual %),"1966","5.77338056322365","","10.6500000000005","6.50000000000024","2.04931117754346","10.6385615591633","-0.0553287701011413"
GDP growth (annual %),"1967","4.38778153609343","","-5.77000000000038","2.50000000000003","2.31096510055488","11.0821423246932","7.8259630327085"
GDP growth (annual %),"1968","6.15738481089411","","-4.10000000000002","4.79999999999974","3.98473799467666","12.8824681383227","3.38792917448438"
GDP growth (annual %),"1969","6.09757082776139","","16.9399999999999","3.10000000000004","2.05244565108865","12.4778945144981","6.53970029794451"
GDP growth (annual %),"1970","4.37336009686975","","19.3000000000001","3.20680725745444","5.95766077352124","-1.01991284033174","5.15722973561972"
GDP growth (annual %),"1971","4.25401740169124","","7.05999999999993","3.29547672836176","3.47933518440833","4.69899204218041","1.64293038321543"
GDP growth (annual %),"1972","5.68378043575683","","3.81000000000033","5.26326277619982","4.2944698112705","8.41354725522649","-0.553301312631021"
GDP growth (annual %),"1973","6.46518302991035","","7.75999999999981","5.64312484755203","6.51607451741813","8.03259997465322","3.29552113606178"
GDP growth (annual %),"1974","1.98819575401028","","2.31000000000017","-0.51715456222523","-2.47267403625453","-1.22523982749118","1.18533626048492"
GDP growth (annual %),"1975","0.908826714815689","","8.71999999999974","-0.197678536519447","-1.48834317708825","3.09157591617475","9.14991201393707"
GDP growth (annual %),"1976","5.26595046508267","","-1.57000000000012","5.38609005075547","2.92178044405891","3.9749840910343","1.66310363724769"
GDP growth (annual %),"1977","3.9965880569418","","7.57000000000032","4.60859740653179","2.46321417351626","4.39033795021662","7.25476458521194"
GDP growth (annual %),"1978","4.09868302160528","","11.666644","5.5616849289446","4.19528494308832","5.27194150297719","5.71253208944273"
GDP growth (annual %),"1979","4.10848712938297","","7.59999999999982","3.17569075012061","3.73549741750045","5.48404183243517","-5.2381827026969"
GDP growth (annual %),"1980","1.9661331883669","","7.80669144981405","-0.244596225208085","-2.04116444356428","2.81759120757481","6.73582152826147"
GDP growth (annual %),"1981","1.94235591894144","","5.1724137931036","2.59447038823151","-0.778926178126","4.1768439560538","6.00620362267659"
GDP growth (annual %),"1982","0.510435369463067","","8.93442622950826","-1.91089106804856","2.01567197176722","3.37660829649904","3.47573324055963"
GDP growth (annual %),"1983","2.52741689776725","1.72747849194879","10.8352144469526","4.63245718120484","4.22057264654954","3.06073803566109","7.28889290194073"
GDP growth (annual %),"1984","4.56035013201515","1.75732619608556","15.1391717583161","7.25908695936059","2.27456699927278","4.46389901589204","3.8207378550585"
GDP growth (annual %),"1985","3.91163198921352","1.5106171578712","13.4433962264151","4.23873752083914","4.18730565515936","6.33335688873267","5.25429922436548"
GDP growth (annual %),"1986","3.24613871209922","3.44952350581647","8.93970893970915","3.5116144990922","3.15325207285927","2.8310766408499","4.77656417042216"
GDP growth (annual %),"1987","3.60948987203456","4.62039500498656","11.6889312977097","3.46174769185008","5.3594846585044","4.10742706379963","3.96535563414577"
GDP growth (annual %),"1988","4.61353349310976","2.51356806457386","11.2345151644597","4.20397197941296","5.78739995952742","7.14669370731855","9.62778291902082"
GDP growth (annual %),"1989","3.76507837033124","2.21163697037876","4.18586789554536","3.68052403304715","2.58289506699101","5.37015251894822","5.94734332871707"
GDP growth (annual %),"1990","2.94925717001757","0.473621528020217","3.907113896056","1.91937029742549","0.71688296281873","5.57239829948509","5.53345456321573"
GDP growth (annual %),"1991","1.36918558809096","1.35845038322189","9.29407591344453","-0.0740845307123976","-1.11898405289487","3.32434077482786","1.05683143227975"
GDP growth (annual %),"1992","1.78685086546126","0.205632082248556","14.2161635832522","3.55539614766758","0.359872415497506","0.819029858828173","5.48239602225368"
GDP growth (annual %),"1993","1.65408580017572","-1.02484109401313","13.8675760159136","2.74585671892275","2.50701367525181","0.171062719627542","4.75077621944588"
GDP growth (annual %),"1994","3.02528347565378","2.12913898300265","13.0521587222361","4.03764342486481","3.88507477540347","0.86357824377636","6.6589240670105"
GDP growth (annual %),"1995","2.95798778485295","5.45725833325488","10.9492273730688","2.71897578878193","2.50637285243695","2.74216382748833","7.57449184104719"
GDP growth (annual %),"1996","3.33073763623888","5.94237642051991","9.92837246319071","3.79588122942587","2.54873441364151","3.09992994741242","7.54952224818398"
GDP growth (annual %),"1997","3.75150029689921","5.37983327647771","9.23076923076962","4.48702649316731","3.12717846202084","1.07651170531472","4.04982084912471"
GDP growth (annual %),"1998","2.43272623696895","4.34322814362669","7.83761391880707","4.44991096328404","3.19077937166745","-1.12875638335171","6.18441582075693"
GDP growth (annual %),"1999","3.31204633916624","4.42117869785402","7.66748617086685","4.68519960839866","3.28334820437759","-0.25197630872043","8.84575556124574"
GDP growth (annual %),"2000","4.34223884742906","4.43074202825674","8.49150849150841","4.09217644881066","3.74496244304632","2.77954254549506","3.84099115681246"
GDP growth (annual %),"2001","1.97658033856003","5.90673592241026","8.33991054985512","0.975981833932124","2.72610733754173","0.406249444999546","4.82396626420316"
GDP growth (annual %),"2002","2.1905135005281","3.47736257330725","9.13064594463297","1.78612768745552","2.39724828405802","0.118100784081449","3.80397532123557"
GDP growth (annual %),"2003","2.90416346631007","5.8526100642889","10.0356030262573","2.80677595648093","3.4662388982013","1.52824202289598","7.86038147525927"
GDP growth (annual %),"2004","4.47569383382709","7.23084751086253","10.1112234580385","3.78574284969444","2.52787714022966","2.20473032463914","7.92293661312628"
GDP growth (annual %),"2005","3.82374471796751","8.55451244688086","11.3957759412305","3.34521606334877","2.97209579798606","1.66275276827852","9.28483150737219"
GDP growth (annual %),"2006","4.37785073946668","8.39983854642506","12.7194790206907","2.666625826122","2.50300855954745","1.41998439214007","9.26395889783758"
GDP growth (annual %),"2007","4.32022745351451","9.53098771961368","14.2313880356884","1.77857023965289","2.5558191117037","1.65428290477007","8.60820459986418"
GDP growth (annual %),"2008","1.84382561528564","7.72033226848544","9.65428937259922","-0.291621458693953","-0.627205201223418","-1.09347900374911","3.89095706241433"
GDP growth (annual %),"2009","-1.70053149299683","4.84712791734236","9.39981317141532","-2.77552957416808","-4.32773760856608","-5.41711974237725","8.47978389691141"
GDP growth (annual %),"2010","4.37184163095282","5.57393469424872","10.6361404632297","2.53192061616315","1.9151618327202","4.19228908161651","10.259963064587"
GDP growth (annual %),"2011","3.09847290532655","3.98863128748781","9.53644300805558","1.60145467247139","1.50906178236485","-0.115461941256385","6.6383637999583"
GDP growth (annual %),"2012","2.4452335295624","4.56700867504497","7.8562621102694","2.22403085385714","1.31301859842485","1.4950285427672","5.61856277332065"
GDP growth (annual %),"2013","2.47795533482093","5.77167261724685","7.75763514617032","1.67733152992453","1.91107841065484","2.00048957213372","6.6388127357182"
GDP growth (annual %),"2014","2.68959885107955","5.36872335933936","7.29766595938162","2.37045767146387","3.07048379406776","0.335664786487811","7.24347174583309"
GDP growth (annual %),"2015","2.62947969127758","3.55293788967879","6.91433010805844","2.59614804050973","2.22150212833063","1.21943813894599","7.56336717950757"
GDP per capita (constant 2010 US$),"1960","3679.71628618822","","191.791175754979","17036.8851695882","13868.6146823228","8607.65463077733","307.439983561639"
GDP per capita (constant 2010 US$),"1961","3786.52703575937","","140.913496189767","17142.1937673897","14117.7639933015","9396.21853835111","312.607759760466"
GDP per capita (constant 2010 US$),"1962","3929.05065649321","","131.963368611071","17910.2787901684","14184.3575253651","10138.3941269082","315.334175214255"
GDP per capita (constant 2010 US$),"1963","4049.48041729313","","142.021952366466","18431.1584040472","14635.5862410318","10886.1610106025","327.466885841402"
GDP per capita (constant 2010 US$),"1964","4231.87072806767","","163.991321680478","19231.1718590604","15273.3288038001","12031.2916217092","344.68648684463"
GDP per capita (constant 2010 US$),"1965","4378.10755547241","","187.274627514997","20207.7495376936","15598.7586283753","12595.3857825753","328.706154989892"
GDP per capita (constant 2010 US$),"1966","4535.67107303589","","201.523237634431","21274.1354890107","15830.9083987932","13808.6940097889","321.750522216514"
GDP per capita (constant 2010 US$),"1967","4639.82168214264","","185.075923469059","21569.8356088859","16109.7630068517","15196.605855106","339.740778478067"
GDP per capita (constant 2010 US$),"1968","4827.69383432028","","172.913748684176","22380.6067673191","16670.3510559051","17097.2704255594","343.889992840171"
GDP per capita (constant 2010 US$),"1969","5016.50291032551","","196.740122622732","22850.010833783","16941.909278944","18837.171895897","358.555997440032"
GDP per capita (constant 2010 US$),"1970","5129.20453386358","","228.317697879346","23309.6209459064","17879.8175987393","18435.4498254459","368.812659807864"
GDP per capita (constant 2010 US$),"1971","5237.5437444114","","237.813833236172","23775.2769229658","18424.8012093068","19054.8362966912","366.494568431084"
GDP per capita (constant 2010 US$),"1972","5424.60815839202","","240.881883698117","24760.1453772345","19151.0056066857","20370.6679642471","356.172134926085"
GDP per capita (constant 2010 US$),"1973","5663.51733081534","","253.714367458263","25908.9128017215","20359.5271446423","21825.5375043795","359.446780758643"
GDP per capita (constant 2010 US$),"1974","5665.56075336192","","254.267479150881","25540.5010030208","19843.5852487141","21150.4902135533","355.328176018246"
GDP per capita (constant 2010 US$),"1975","5611.93198947432","","271.599470600254","25239.919905729","19549.6957925403","21458.0437091451","378.946302061216"
GDP per capita (constant 2010 US$),"1976","5803.57536649767","","263.230616406202","26347.809281996","20125.8461014422","22146.5896713258","376.480527310046"
GDP per capita (constant 2010 US$),"1977","5931.57381910994","","279.32454070159","27286.2515144911","20628.3690193572","22897.1786235232","394.658741913649"
GDP per capita (constant 2010 US$),"1978","6068.34253535514","","307.766188030319","28500.2404573534","21492.6358625225","23887.173159964","407.788280859611"
GDP per capita (constant 2010 US$),"1979","6208.25886294633","","326.768362107046","29082.5937779654","22275.496245622","24985.7840589417","377.681042752542"
GDP per capita (constant 2010 US$),"1980","6221.6533865213","","347.88740549052","28734.3992597646","21794.7526742651","25489.1589527659","393.94463375452"
GDP per capita (constant 2010 US$),"1981","6233.03089154152","","361.224702814885","29191.9994879416","21617.4587558942","26358.3403798991","408.047784767969"
GDP per capita (constant 2010 US$),"1982","6154.65182423121","519.389963715219","387.745572498909","28362.4946163409","22061.1017113171","27064.0938789268","412.550892275737"
GDP per capita (constant 2010 US$),"1983","6200.20210526225","515.11244925997","423.593489581074","29406.2574686046","22984.3672140935","27703.0110077503","432.511013366169"
GDP per capita (constant 2010 US$),"1984","6372.19935215565","510.907763386371","481.364585319512","31268.9756446518","23469.9885965526","28756.6296384384","438.883205611879"
GDP per capita (constant 2010 US$),"1985","6507.84808684499","505.375130615498","538.690815583127","32306.8330567744","24397.3158699632","30391.5162787702","451.65370971307"
GDP per capita (constant 2010 US$),"1986","6602.05746502454","509.341600617713","578.184027826572","33133.6954441913","25108.403709912","31062.0843995812","462.857224274512"
GDP per capita (constant 2010 US$),"1987","6720.25125286735","519.054126071456","635.494589246398","33975.6547953064","26397.8932767565","32179.281233597","470.833020567632"
GDP per capita (constant 2010 US$),"1988","6907.79417207848","518.169984315321","695.599039324942","35083.9690428182","27863.7009700531","34332.2483924018","505.214121923756"
GDP per capita (constant 2010 US$),"1989","7045.14756286804","515.59197046666","713.689512111866","36033.3302026992","28509.0820474467","36028.1428656588","524.093082948666"
GDP per capita (constant 2010 US$),"1990","7129.45913200945","504.126548734556","730.77247319583","36312.4141825874","28627.7536612551","37906.1529066061","541.743505053984"
GDP per capita (constant 2010 US$),"1991","7110.21150938911","497.071041911069","787.867418069003","35803.8684213439","28220.0087901761","39044.916148447","536.432062833752"
